stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,32.69,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,179.8,0,0,0,8.17,16.35,388.21,0,0,44.95,0,0,0,0,4.09,0,0,0
72hpf,6.42,5.35,0,13.91,6.42,4.28,0,0,0,0,0,0,0,0,0,0,3.21,11.77,2.14,146.56,0,1.07,5.35,2.14,37.44,34.23,0,8.56,772.39,0,1.07,26.74,2.14,2.14,0,0,0
21Day,9.37,1.34,1.34,6.69,1.34,6.69,0,0,0,0,1.34,0,0,1.34,6.69,0,1.34,0,1.34,174.01,1.34,0,9.37,0,24.09,2.68,0,10.71,250.31,2.68,0,4.02,2.68,1.34,0,0,1.34
3Month,0.32,9.92,0.96,31.99,0.64,0,1.28,0.32,0.32,3.2,10.56,0,73.27,2.24,0.32,5.76,3.2,6.08,2.56,208.61,27.52,0,8.64,4.8,0.64,1.28,4.8,4.48,61.43,1.6,48.95,3.52,0,2.24,13.44,11.84,2.88
22Month,0,7.11,0,14.21,0.55,0,5.47,0,0,1.09,2.73,2.19,446.62,3.28,3.28,7.11,0,1.09,5.47,128.46,6.56,15.31,5.47,0.55,3.28,1.09,3.83,10.93,13.12,0.55,45.37,3.28,0.55,0.55,2.19,0,3.83
