stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,36.78,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,8.56,1.07,0,0,0,0,0,0,0,0,0,9.63,72.75,0,0,0,0,0,0,7.49,1.07,0,2.14,0,0,0,0,1.07,0,0,0,0,0
21Day,2.68,0,2.68,112.44,2.68,0,0,0,1.34,1.34,0,1.34,0,2.68,4.02,81.65,0,2.68,0,0,0,0,12.05,0,0,2.68,0,4.02,0,0,0,2.68,1.34,0,0,0
3Month,0,1.6,9.6,432.57,0,2.56,0.32,0.32,16.32,3.52,0,18.56,4.16,120.94,39.99,15.04,3.2,5.44,1.6,0,2.24,2.56,6.08,0.96,0.96,17.28,0,0,3.2,5.44,0,0,0,2.56,3.2,3.52
22Month,0,3.83,9.84,191.33,0,2.19,0,0,16.4,6.56,1.64,53.57,2.19,145.96,8.75,3.28,2.73,7.11,0,3.28,1.09,0,1.64,0,2.19,2.73,0.55,0,0,8.2,0.55,2.19,0,0,0,2.19
