stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,253.36,8.17,0,24.52,0,0,0,0,0,0,0,0,0,0,4.09,0,0,1793.93,0,0,0,0,20.43,44.95,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,2302.19,2.14,0,5.35,0,14.98,0,0,0,0,0,0,0,0,2.14,19.26,0,44.93,0,1.07,0,0,51.35,23.54,0,0,8.56,1.07,0,4.28,0,0,0,0,0
21Day,1214.05,4.02,1.34,16.06,1.34,6.69,2.68,0,2.68,0,1.34,0,0,0,0,10.71,5.35,17.4,0,0,1.34,0,16.06,10.71,0,5.35,5.35,10.71,1.34,1.34,1.34,9.37,0,0,1.34
3Month,196.77,1.28,0.32,9.28,0,0,0,2.88,0.96,0,11.2,6.4,0.32,6.08,0.96,2.88,2.24,3.2,0.96,0,0.64,0.64,0.32,0,0.32,0,0.32,0.64,10.88,0.32,0,0,0.32,1.6,1.92
22Month,57.95,2.73,0,8.2,0,0,0.55,4.92,3.28,1.64,53.57,0,0.55,6.01,0,0,6.01,6.01,0,2.19,1.09,0,1.09,0,1.09,0,0,1.09,19.68,0.55,0,0,0,0,1.09
