stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,126.68,4.09,0,8.17,8.17,0,0,0,0,0,0,4.09,0,0,0,0,0,0,61.3,0,0,0,0,8.17,163.46,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,135.86,43.86,0,39.58,24.61,12.84,0,0,0,0,0,1.07,0,0,3.21,9.63,64.19,1.07,139.07,0,1.07,6.42,2.14,2793.22,240.7,1.07,3.21,0,118.75,1.07,0,31.02,3.21,0,3.21,0,0,0
21Day,175.35,25.43,5.35,70.94,9.37,34.8,1.34,0,1.34,0,0,8.03,0,1.34,6.69,13.39,24.09,9.37,392.19,0,0,65.59,1.34,974.45,175.35,2.68,6.69,0,116.45,40.16,1.34,17.4,13.39,16.06,9.37,0,0,5.35
3Month,3.52,67.19,0,143.34,1.6,0,0.96,0.32,3.2,10.56,0.64,16.96,5.76,0.32,5.76,16.64,29.76,5.44,206.05,55.35,0,42.87,1.92,21.44,7.04,3.52,46.07,0,4.8,2.24,184.93,1.92,0.32,0,2.56,5.76,18.88,5.44
22Month,2.73,122.45,2.19,39.36,4.37,0,0,0,0.55,18.04,31.16,46.47,8.2,2.73,7.11,3.83,4.92,13.12,189.14,10.93,1.09,32.25,0,23.51,1.09,5.47,133.93,0.55,3.28,1.09,82,10.39,3.83,0,1.64,1.09,0,2.73
