stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,12.26,0,0,0,0,0,0,0,0,0,0,0,32.69,0,4.09,20.43,0,0,4.09,8.17,294.22,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,10.7,18.19,2.14,0,0,0,0,0,0,0,0,0,11.77,6.42,1.07,4.28,1.07,1.07,1.07,114.47,34.23,3.21,0,1.07,0,0,18.19,4.28,9.63,1.07,0,0,0
21Day,0,0,0,9.37,12.05,1.34,0,0,1.34,0,0,1.34,0,0,0,8.03,4.02,2.68,2.68,0,1.34,0,14.72,13.39,5.35,0,0,0,0,9.37,2.68,12.05,2.68,0,0,0
3Month,0,0.32,0,24.96,1.92,0,0,0.32,0.32,0.32,0.32,3.84,1.6,0,1.28,6.08,1.92,0.32,0.96,0.32,1.92,1.6,8.32,0,0.96,0.32,0,0.32,8.64,0.32,0,0,0,0.64,115.82,1.28
22Month,0.55,0.55,0.55,56.31,2.19,0,0.55,0,3.83,1.64,5.47,8.75,1.09,1.09,8.2,8.2,0,1.09,0.55,0,6.01,3.83,5.47,0,10.39,0,0,0.55,17.49,2.19,0,0,0,0,2.19,1.09
