stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,0,0,0,0,6.42,14.98,0,1.07,0,1.07,0,0,3.21,0,0,0,0,0,0
21Day,0,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68,0,0,0,0,2.68,6.69,0,0,0,0,0,0,1.34,0,0,0,0,0,0
3Month,0.64,7.68,2.24,67.83,1.6,0.96,0.64,0,9.28,6.72,0,70.07,9.28,1.92,43.51,9.92,23.04,15.68,40.63,19.52,0.64,7.04,6.72,13.44,3.84,5.44,2.88,0,3.84,4.8,8.96,1.92,0.32,0.64,1.6,14.08,2.56,8.64
22Month,1.09,24.6,6.01,63.96,3.83,1.09,0,0.55,9.29,18.04,33.35,185.32,15.85,10.39,67.24,3.28,15.85,32.25,88.56,4.37,8.2,18.59,1.09,22.96,3.83,6.01,12.57,0.55,3.83,1.09,2.19,11.48,14.76,0,0,4.37,0,10.93
