stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,2.14,0,4.28,9.63,0,0,0,1.07,0,0,0,1.07,0,0,2.14,0,2.14,0,1.07,0,0,22.47,6.42,0,1.07,0,5.35,0,0,0,3.21,0,0,0,0
21Day,0,2.68,0,13.39,24.09,0,5.35,0,0,0,10.71,1.34,2.68,1.34,0,2.68,1.34,5.35,0,0,0,0,13.39,4.02,0,0,0,9.37,2.68,0,0,1.34,0,0,0,0
3Month,0,5.44,1.28,8.32,0,0.32,0.32,1.28,17.92,0,396.1,17.28,1.92,3.84,2.24,4.16,14.4,8,1.6,0.64,2.24,0.32,0.32,0,0,0.32,0,0,2.88,0.32,0.64,0.64,0.32,2.24,2.88,5.76
22Month,1.09,4.37,1.64,5.47,0,3.28,0,1.09,18.04,2.19,886.13,15.85,2.19,8.75,0.55,2.73,10.39,8.2,0.55,12.57,2.19,0,0.55,0,1.09,1.64,1.64,0,1.64,0,0.55,0,0,0.55,0,8.75
