stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.56,0,0,0,16.35,118.51,0,0,0,53.12,0,0,0,0,0,0,0,0,0
72hpf,17.12,1.07,0,10.7,21.4,11.77,0,0,0,0,0,0,0,0,0,0,4.28,14.98,2.14,49.21,0,1.07,0,1152.17,77.02,0,49.21,0,123.03,0,2.14,40.65,0,1.07,1.07,0,0,0
21Day,12.05,1.34,0,28.11,9.37,13.39,0,0,0,0,0,0,0,0,8.03,2.68,0,6.69,6.69,125.82,0,0,1.34,368.1,34.8,2.68,32.12,0,85.67,14.72,1.34,26.77,2.68,8.03,2.68,0,0,6.69
3Month,2.56,1.28,0.32,11.52,1.92,0,0.64,0,3.2,1.28,3.52,0,10.24,3.2,0,3.84,0.32,6.08,2.24,71.99,11.84,0,1.6,9.92,2.56,8.32,24,0,6.72,1.28,37.11,11.2,0,0,4.8,7.36,1.6,2.88
22Month,0,0.55,2.19,7.11,3.83,0,0,0.55,1.64,0.55,3.28,3.28,49.75,0.55,0,6.56,1.09,1.09,3.28,88.01,2.19,2.73,2.19,20.77,0.55,7.65,11.48,2.19,3.28,0.55,43.19,48.11,1.64,0,0,8.75,0,2.73
