stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,16.35,0,0,0,0,16.35,81.73,0,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,6.42,0,2.14,0,0,0,0,0,0,0,0,0,2.14,17.12,0,24.61,0,0,0,1.07,228.94,75.96,0,2.14,0,17.12,0,0,5.35,2.14,0,2.14,0,0,0
21Day,10.71,2.68,2.68,29.45,1.34,2.68,0,1.34,0,1.34,0,1.34,0,4.02,1.34,0,9.37,2.68,46.85,1.34,0,4.02,0,73.62,29.45,0,2.68,0,16.06,1.34,0,5.35,2.68,1.34,1.34,0,0,4.02
3Month,0.96,3.52,0.64,56.95,0.64,0,1.28,1.28,7.04,8,0,34.87,4.48,1.92,25.6,5.76,17.92,7.68,19.2,1.6,0,3.52,2.88,4.8,2.88,3.84,5.44,0,0.64,4.48,67.51,1.28,0,0,0,6.08,9.28,7.36
22Month,0.55,7.65,2.73,37.17,0,0,1.64,1.64,8.75,4.92,7.65,133.93,5.47,5.47,47.56,2.73,4.92,13.67,33.35,2.73,7.11,3.28,0.55,6.01,3.28,7.11,15.85,4.37,1.09,0,20.23,5.47,2.73,0,0,0.55,0,7.11
