stage,Granulocyte,Hepatocyte,Ionocyte,Mesenchymal.cell,Neural.cell,Neural.progenitor.cell,Retinal.cell,T.cell
72hpf,0,0,1.06979114146608,0,2.13958228293216,1.06979114146608,1.06979114146608,0
21Day,0,0,0,2.67706617640661,1.33853308820331,0,0,1.33853308820331
22Month,0.546654651197433,0.546654651197433,0,0,0,0,0,0
