stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,65.38,4.09,0,0,0,0,0,0,0,4.09,0,0,0,16.35,20.43,760.07,32.69,0,0,0,0,4.09,224.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,0,0,44.93,2.14,4.28,0,0,0,0,10.7,0,0,0,0,4.28,40.65,138,541.31,32.09,0,4.28,1.07,2.14,58.84,25.67,3.21,0,0,75.96,3.21,0,1.07,1.07,0,0,1.07,0,0,0
21Day,0,1.34,1.34,195.43,1.34,8.03,0,0,0,0,17.4,0,5.35,13.39,8.03,6.69,12.05,119.13,326.6,46.85,0,0,4.02,0,29.45,6.69,1.34,0,0,160.62,14.72,0,2.68,1.34,1.34,2.68,16.06,0,0,1.34
3Month,0.64,3.2,22.08,231.32,0,0,2.24,0,0,33.91,80.31,0,180.13,489.84,0.64,22.08,8.96,16.96,184.93,29.44,1.6,0,3.84,9.28,3.52,0.96,18.24,0.64,0,0.64,6.08,1.92,59.51,0.32,0,0,0.64,6.08,23.68,6.72
22Month,1.64,9.84,27.88,108.24,0,0,4.92,1.09,0.55,28.97,249.82,124.64,1677.14,74.35,4.37,47.01,4.37,3.83,1317.44,85.28,0,27.88,4.92,1.64,3.83,0,22.41,8.2,37.17,0,3.28,0,38.27,1.09,3.83,0,0.55,0,0,3.83
