stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,12.26,4.09,4.09,0,0,0,0,4.09,0,0,0,0,0,0,4.09,12.26,4.09,0,0,0,0,12.26,171.63,0,0,0,0,0,0,0,0,0,0,0
72hpf,9.63,4.28,0,9.63,2.14,9.63,0,0,0,0,0,0,0,0,0,0,2.14,10.7,1.07,18.19,0,1.07,0,0,17.12,33.16,0,1.07,0,13.91,1.07,0,2.14,2.14,0,0,0
21Day,6.69,2.68,1.34,21.42,1.34,22.76,0,14.72,0,0,1.34,0,1.34,1.34,5.35,0,5.35,9.37,6.69,32.12,0,0,4.02,0,6.69,22.76,0,2.68,0,8.03,1.34,1.34,2.68,1.34,0,0,6.69
3Month,0.64,1.28,0.32,23.36,0,0,0,2.56,0.32,0.64,4.16,0,8.32,5.12,0.64,4.8,2.88,9.92,2.56,8.32,1.92,0,1.92,1.92,0.64,0.32,2.24,0.64,0,0.64,0.96,29.44,0.96,0,2.56,39.67,5.12
22Month,0,1.64,0.55,6.01,0,0,0.55,1.09,0,0,4.37,7.65,37.72,2.19,2.73,5.47,0.55,3.28,2.73,4.92,0,0,0.55,0,0,0,0.55,0,1.09,0,0,3.28,2.73,0,0,0,0.55
