stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,8.17,0,8.17,0,0,0,0,4.09,77.64,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,0,0,0,0,0,0,14.98,14.98,0,1.07,58.84,0,0,0,37.44,1.07,0,0,0,0
21Day,2.68,0,0,2.68,0,0,1.34,0,0,0,0,0,0,0,0,1.34,1.34,0,0,1.34,0,10.71,5.35,0,0,30.79,0,0,1.34,4.02,0,2.68,0,0,1.34
3Month,0,0.96,2.24,10.24,0.64,2.56,0.64,1.6,3.84,2.88,546.15,4.8,11.84,1.92,3.2,2.88,6.08,0.96,0,1.6,1.28,2.56,0,0.64,0.32,1.6,8.96,0.32,190.37,0,0,0,1.6,110.38,2.56
22Month,0,0.55,0,2.19,0,0,0.55,0.55,0.55,0,6.56,0.55,0,0,0.55,1.09,1.09,0,0.55,0,0,3.28,0,0.55,0,0,0,0,49.2,0,1.09,0,0,1.09,0
