stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,44.95,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,69.47,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,20.33,2.14,0,1.07,4.28,0,0,0,0,0,0,0,0,0,0,1.07,6.42,0,4.28,0,0,0,0,537.04,25.67,1.07,1.07,0,3.21,0,0,2.14,0,0,10.7,0,0,0
21Day,20.08,1.34,0,8.03,8.03,0,1.34,0,0,1.34,0,0,0,1.34,2.68,0,2.68,0,24.09,0,0,0,0,348.02,41.49,1.34,1.34,0,2.68,8.03,1.34,16.06,2.68,2.68,2.68,0,0,1.34
3Month,1.28,0.96,0.64,10.24,0,0.32,0,0.32,1.6,0.96,0,17.6,1.92,0.64,3.52,0.96,1.92,3.2,2.88,0.32,0,4.48,1.28,4.48,0.96,1.6,1.28,0,0,0.64,46.71,0.32,0,0,2.56,2.24,0.96,5.44
22Month,0.55,0.55,0.55,3.28,0,0,0,0,1.64,3.83,1.64,62.87,0.55,8.75,8.75,0,2.73,7.65,12.03,0,1.09,1.09,0,14.21,2.19,7.11,2.19,0.55,0,0,59.59,6.01,0.55,0,0.55,1.64,0,1.64
