stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,8.17,0,4.09,4.09,0,0,0,0,0,0,0,0,0,28.6,0,4.09,0,0,0,0,4.09,57.21,0,0,0,8.17,0,0,0,0,0,0,0
72hpf,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,7.49,1.07,0,0,0,0,0,1.07,1.07,0,0,0,2.14,0,0,0,1.07,0,0,0
21Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,0,1.34,0,0,0,0,2.68,0,0,0,1.34,0,0,0
3Month,0,0,0,0.32,0,0,0,0,0,0.96,0,0.32,0.32,0,0,1.6,2.24,0.32,0,0.32,0.32,0,0,0,0,0,0,0.32,2.56,0,0,0,0.64,0
22Month,1.64,9.29,3.28,12.03,0,2.19,2.73,24.6,13.67,101.13,9.84,2.19,6.01,0.55,1.64,7.65,16.4,0,8.75,1.64,0,1.09,0,0.55,1.09,1535.01,1.09,0,2.19,1.64,0,0.55,0,3.28
