stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,4.09,32.69,0,0,0,0,4.09,187.97,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,4.28,1.07,0,0,0,0,0,0,0,1.07,0,4.28,1.07,0,3.21,0,1.07,0,0,20.33,28.88,0,0,2.14,0,0,6.42,1.07,5.35,0,0,0
21Day,1.34,0,0,89.68,2.68,0,0,0,0,0,1.34,0,2.68,1.34,6.69,16.06,1.34,9.37,0,0,2.68,1.34,14.72,9.37,0,0,6.69,1.34,0,1.34,0,6.69,0,0,0
3Month,0,1.28,0.32,69.75,0,0.32,0.64,2.24,8,0.32,12.16,3.2,1.6,6.08,2.56,3.84,11.2,6.4,3.2,0,0.32,79.67,1.28,0.32,1.92,0.32,0.32,1.28,109.74,0.96,0.32,13.76,1.28,25.92,7.36
22Month,0,2.19,0.55,45.92,0,2.73,2.19,2.19,12.03,2.73,58.49,3.83,2.19,9.84,2.19,3.83,10.93,4.37,0,4.92,1.64,4.92,0.55,0.55,4.92,0.55,0,0.55,10.93,1.64,0.55,8.75,0,0,4.37
