stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,40.86,0,4.09,0,0,0,0,0,0,4.09,0,0,0,16.35,4.09,8.17,4.09,69.47,0,0,0,0,8.17,474.02,4.09,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,10.7,4.28,2.14,0,0,0,0,0,0,0,0,0,0,4.28,5.35,7.49,0,28.88,0,2.14,2.14,0,21.4,86.65,1.07,0,0,13.91,1.07,0,1.07,10.7,1.07,1.07,0,0,0
21Day,8.03,0,0,16.06,0,5.35,0,2.68,0,0,0,0,0,12.05,0,6.69,1.34,0,2.68,1.34,18.74,0,0,0,0,4.02,64.25,0,0,0,8.03,2.68,0,9.37,4.02,1.34,0,0,0,1.34
3Month,0.64,2.88,7.36,79.67,1.28,0,5.76,0.64,0.64,16.96,12.48,0,0,1956.17,11.84,3.52,39.67,9.92,30.4,16.32,32.95,3.84,4.48,7.68,7.04,2.24,2.56,7.68,2.56,0,0.32,33.59,0.32,325.07,2.24,0.64,0.96,6.08,38.71,7.04
22Month,0.55,3.28,7.11,38.81,0,0,6.01,1.64,0,18.59,10.39,4.92,0,1621.38,6.56,6.56,15.85,2.73,2.19,13.67,15.85,0,88.01,6.01,0,1.09,0.55,6.01,0.55,41.55,0,1.64,0,49.75,3.28,1.09,0,1.09,0.55,2.19
