stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,12.26,0,0,0,0,4.09,85.81,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,1.07,4.28,0,0,0,1.07,0,0,0,0,0,0,1.07,5.35,0,10.7,0,0,0,0,34.23,19.26,0,0,8.56,0,0,1.07,0,0,0,0
21Day,4.02,1.34,0,16.06,1.34,17.4,0,5.35,0,0,0,0,0,1.34,6.69,1.34,0,6.69,1.34,14.72,0,0,1.34,0,17.4,6.69,1.34,0,8.03,2.68,1.34,1.34,1.34,0,0,5.35
3Month,0.64,1.6,0.64,19.84,0,0,0.96,0.96,1.6,11.2,0,0,43.19,16,1.6,10.24,1.92,8,6.08,9.92,2.88,0,3.2,0.96,2.24,0,1.92,0.96,0.32,0.96,10.24,0.32,0,3.52,8,13.44
22Month,0,3.83,2.19,13.12,0,0,1.64,0.55,2.73,19.13,8.75,0,126.82,9.84,4.37,14.21,1.09,2.19,7.11,6.56,0,6.01,3.28,0,0.55,0,2.73,0,0,0,1.64,0,0,0,0,6.56
