stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,32.69,0,0,0,0,0,4.09,4.09,4.09,0,0,0,0,0,85.81,0,0,0,4.09,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,8.56,0,1.07,0,0,0,2.14,0,0,0,0,0,0,5.35,2.14,0,1.07,0,2.14,0,0,9.63,9.63,1.07,0,0,1.07,10.7,5.35,2.14,0,0,0,0
21Day,0,0,0,10.71,1.34,4.02,0,4.02,1.34,0,0,0,0,1.34,5.35,1.34,0,2.68,0,0,0,0,5.35,0,1.34,2.68,4.02,0,0,1.34,8.03,0,0,0,0,0,0
3Month,0.32,2.88,0.64,26.24,0,0,0.32,0.96,54.07,3.52,0,0,76.47,32.31,1.6,3.2,2.88,3.2,10.56,1.92,0.32,0,22.4,0.32,2.24,0,14.72,1.28,0,0,7.04,38.39,0.96,0.64,1.28,3.52,3.52
22Month,0.55,4.37,2.19,26.24,0,0,1.09,2.19,31.71,8.75,2.19,0,726.5,35.53,10.39,10.39,0,1.64,8.75,4.92,0,14.76,9.29,0,3.28,0.55,27.33,2.73,4.37,0,3.28,63.41,0.55,3.28,0,0,8.75
