stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,4.09,0,0,0,0,20.43,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,0,1.07,0,1.07,0,0,0,0,0,0,0,0,0,10.7,0,0,0,0,0,90.93,4.28,0,0,0,7.49,0,1.07,1.07,221.45,7.49,0,0,0,0
21Day,4.02,1.34,0,16.06,0,9.37,0,1.34,0,0,0,0,0,0,2.68,1.34,0,28.11,1.34,2.68,0,2.68,0,38.82,2.68,0,2.68,0,5.35,9.37,4.02,1.34,385.5,14.72,0,0,0,0
3Month,0.32,0.96,0,25.6,0.32,0,0.32,0.32,0.32,7.68,6.08,0.32,6.08,2.24,1.6,12.8,0.64,1.92,9.6,8.96,6.72,1.92,1.6,1.28,0.32,3.52,0.64,0,0.32,1.28,25.92,0.96,5.44,0,0,0.96,137.58,0.96
22Month,0,1.09,1.09,7.65,0,0,0.55,0,0,2.19,2.19,0,16.95,1.64,1.64,10.93,0,1.09,7.11,1.64,0,0.55,0,0.55,0,0.55,0,0.55,0,0.55,37.72,1.64,140.49,0,0.55,0.55,2.19,1.09
