stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,24.52,0,0,0,0,8.17,200.23,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,109.12,12.84,0,70.61,16.05,106.98,0,4.28,0,0,2.14,0,0,0,31.02,0,24.61,130.51,19.26,119.82,0,1.07,9.63,3.21,9877.38,2746.15,3.21,2.14,0,147.63,3.21,0,95.21,3.21,18.19,11.77,0,0,2.14
21Day,29.45,0,6.69,74.96,5.35,220.86,0,14.72,0,0,0,0,2.68,2.68,631.79,9.37,5.35,44.17,20.08,108.42,0,0,21.42,0,2517.78,667.93,1.34,9.37,0,46.85,70.94,0,37.48,17.4,38.82,2.68,0,0,131.18
3Month,0.96,1.92,0.64,34.23,0,0,2.88,1.28,0.96,0.96,8.32,0,19.2,6.08,30.4,9.6,2.56,14.4,13.44,21.44,1.28,0,2.56,0.96,16.64,7.68,2.56,0.64,0,6.08,3.84,8,0.64,0,0,1.28,1.92,4.16,263.96
22Month,0,1.64,0,8.2,0,0,0,1.09,1.09,1.09,8.75,6.01,23.51,2.19,16.95,4.37,0.55,6.56,19.68,16.95,1.09,2.73,1.09,0,13.12,2.19,3.83,1.09,1.09,3.83,0.55,0,4.92,0,0,0,0.55,0,144.32
