stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,4.09,20.43,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,0,2.14,6.42,0,7.49,0,1.07,0,0,9.63,5.35,0,0,2.14,0,0,2.14,1.07,0,0,0
21Day,4.02,0,1.34,6.69,2.68,0,0,1.34,1.34,0,2.68,0,1.34,4.02,1.34,1.34,6.69,8.03,0,0,1.34,1.34,5.35,4.02,0,0,5.35,1.34,0,5.35,1.34,0,0,2.68
3Month,0.32,2.56,0.64,22.4,0,1.28,1.28,2.24,16.64,0,197.73,10.88,2.24,47.03,4.8,6.08,7.36,7.68,2.88,0.32,2.88,1.92,1.6,0.32,0.64,0.96,0.64,1.6,14.08,0.32,0,2.88,9.28,9.92
22Month,0,1.64,2.73,10.39,0,1.64,0.55,2.19,7.11,4.37,205.54,1.64,1.64,42.09,0,1.64,11.48,3.83,0,10.39,1.09,0,0,0,1.64,0.55,0,1.64,5.47,0.55,0,0.55,0,2.73
