stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,20.43,0,0,0,0,0,0,4.09,0,0,0,0,4.09,24.52,0,24.52,0,0,0,4.09,155.28,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,3.21,7.49,0,18.19,1.07,1.07,0,0,0,0,0,0,0,2.14,0,3.21,25.67,0,16.05,1.07,2.14,0,26.74,22.47,0,1.07,0,8.56,1.07,0,6.42,2.14,2.14,1.07,0,0,0
21Day,4.02,0,0,46.85,1.34,8.03,5.35,2.68,0,0,0,4.02,0,8.03,0,2.68,12.05,2.68,33.46,0,8.03,0,20.08,8.03,1.34,0,0,4.02,1.34,1.34,1.34,1.34,5.35,0,0,0,5.35
3Month,0,3.52,0,37.43,0,0,0.64,3.84,11.52,0,0,6.72,2.56,0.64,9.28,3.52,16.32,5.12,6.4,0,8.64,2.24,0,0.32,1.28,0,0,0.64,0,21.12,0,0,0,0,0.96,1.92,7.04
22Month,0,2.19,2.73,19.13,0,0,1.09,2.19,32.8,0.55,0,26.24,6.01,2.73,12.03,1.09,4.92,12.03,7.65,0.55,6.56,0,1.09,0.55,1.09,0.55,0.55,0,0.55,3.83,0,0,0,0.55,0,0,6.01
