stage,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,20.43,0,0,0,0,0,0,0,0,0,0,8.17,4.09,4.09,0,24.52,0,0,0,0,277.88,89.9,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,2.14,0,1.07,0,0,0,0,0,0,0,0,7.49,5.35,2.14,0,2.14,0,0,0,0,9.63,5.35,0,0,6.42,0,0,0,0,0,4.28,0,0,0
21Day,0,8.03,10.71,2.68,0,0,0,1.34,0,0,2.68,0,1.34,13.39,0,4.02,0,5.35,0,0,0,0,1.34,4.02,0,0,4.02,1.34,1.34,0,0,6.69,0,0,0,1.34
3Month,1.92,90.55,57.91,0,0,1.28,0,41.59,5.76,0.32,26.88,8.96,0.96,882.74,3.2,6.08,5.76,9.6,3.52,0,1.28,1.92,1.28,0,16.64,0.32,0,8.64,54.71,0.32,0,0,0,3.2,8.32,7.04
22Month,1.64,31.71,28.43,0,0,1.64,1.09,67.24,5.47,1.64,55.21,1.64,0.55,498.55,1.09,0.55,6.56,3.83,0,1.64,1.64,0.55,1.09,0,10.93,1.09,1.09,0.55,16.4,0.55,1.64,0,0,0,0,0.55
