stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,81.73,0,12.26,4.09,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,61.3,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,9.63,0,0,3.21,0,1.07,0,0,0,0,0,0,0,0,0,7.49,0,0,0,0,24.61,14.98,0,0,0,2.14,0,0,0,2.14,0,0,0
21Day,1.34,2.68,0,8.03,1.34,0,1.34,0,18.74,0,0,2.68,0,0,6.69,1.34,12.05,0,0,0,0,6.69,1.34,0,1.34,0,5.35,1.34,0,0,0,0,0,1.34
3Month,0,2.88,0.32,25.28,0,0.32,0,1.6,37.43,8,1.6,0,2.24,0,4.48,3.2,2.24,1.28,0,24.96,0.32,0.32,0,0.64,0.64,0,0,0.32,2.88,0,0,0.64,1.6,3.84
22Month,0.55,9.29,0,8.2,0,0.55,0.55,3.83,205,39.36,1.09,1.09,3.83,0,0.55,3.28,4.37,0.55,2.19,2.19,0,0,0,0,1.09,1.09,0,0,2.19,1.09,0,0,0,1.09
