stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,8.17,32.69,4.09,0,0,0,0,28.6,159.37,0,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,9.63,0,0,7.49,1.07,8.56,0,1.07,0,1.07,0,0,0,1.07,1.07,3.21,20.33,7.49,18.19,0,3.21,1.07,0,123.03,42.79,2.14,0,0,9.63,0,1.07,7.49,3.21,2.14,3.21,0,0,0
21Day,10.71,4.02,0,30.79,2.68,28.11,0,17.4,0,5.35,0,1.34,1.34,9.37,2.68,4.02,12.05,17.4,37.48,0,0,4.02,0,49.53,14.72,0,4.02,0,14.72,1.34,0,4.02,1.34,2.68,2.68,0,0,4.02
3Month,0,5.76,2.56,79.35,0.96,0,0,0,4.48,21.76,0.32,80.63,14.4,1.6,26.56,5.44,38.71,31.04,30.4,13.12,0,3.84,2.24,1.28,0.32,1.28,1.92,0,0.64,4.8,7.36,0.32,0.32,0,0.32,4.48,2.88,8.32
22Month,1.64,9.84,4.37,27.33,0,0,1.64,2.73,4.37,63.41,8.75,181.49,10.93,2.19,28.97,2.19,14.21,39.91,33.89,1.09,1.64,2.73,0.55,2.73,3.28,2.73,0,1.09,0.55,0.55,4.92,1.64,0,0.55,0,1.09,0,7.11
