stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,12.26,8.17,8.17,0,0,0,0,69.47,8.17,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,6.42,0,0,8.56,2.14,4.28,0,0,0,0,0,0,0,0,1.07,0,23.54,1.07,10.7,0,0,0,64.19,33.16,0,1.07,28.88,1.07,0,6.42,39.58,47.07,2.14,0,0,0
21Day,6.69,0,0,56.22,0,8.03,0,2.68,0,1.34,0,1.34,0,6.69,0,2.68,36.14,12.05,45.51,0,0,5.35,36.14,16.06,0,1.34,18.74,4.02,1.34,4.02,38.82,164.64,1.34,0,0,17.4
3Month,0,1.28,0,33.91,0.32,0,0.64,0.32,6.4,3.84,0,69.75,4.48,1.6,13.12,1.6,9.6,3.84,5.12,1.28,1.6,0,0.96,0.96,1.92,0.64,0.96,1.6,38.71,0.64,0.64,0.32,7.04,0.96,6.08,6.72
22Month,0,11.48,1.09,14.76,0,0,0.55,1.09,9.84,9.29,5.47,336.74,3.28,1.64,31.71,1.64,1.09,10.39,18.04,0.55,23.51,1.64,3.28,0.55,2.73,0.55,2.19,1.64,8.75,1.64,1.09,0,7.11,1.09,0,1.64
