stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,32.69,0,4.09,0,0,0,0,0,4.09,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,4.28,3.21,0,278.15,2.14,7.49,0,5.35,0,0,0,0,0,0,0,28.88,206.47,1.07,20.33,0,0,0,0,80.23,48.14,8.56,0,12.84,0,0,10.7,0,3.21,0,0,0
21Day,6.69,0,0,803.12,6.69,17.4,0,9.37,0,1.34,0,2.68,0,2.68,5.35,0,12.05,5.35,25.43,0,0,2.68,0,58.9,20.08,0,0,17.4,6.69,1.34,1.34,2.68,0,0,0,6.69
3Month,0.32,0,0.32,420.09,0,0,0.64,0.32,5.12,3.84,0,21.44,8,1.28,8.96,8.32,19.52,5.76,4.48,0.32,0.32,1.92,2.88,0.32,0.32,2.56,4.16,0.32,3.2,10.24,0,0,0,1.28,3.84,3.84
22Month,0,1.64,1.09,153.61,0,0,0,0,4.37,6.01,2.73,65.6,0.55,0.55,7.11,0.55,2.19,2.73,8.2,0,2.19,1.09,0,0,5.47,0.55,0.55,1.64,1.09,14.21,0,0,0.55,0,0.55,1.09
