stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,20.33,10.7,0,3.21,8.56,7.49,0,0,0,0,0,0,0,0,1.07,0,2.14,20.33,4.28,74.89,0,0,58.84,855.83,83.44,0,3.21,123.03,0,0,55.63,1.07,0,10.7,0,0,0
21Day,42.83,12.05,1.34,9.37,6.69,10.71,0,2.68,0,0,0,0,1.34,1.34,8.03,0,0,9.37,0,238.26,0,0,104.41,215.5,32.12,1.34,21.42,81.65,24.09,0,32.12,2.68,2.68,9.37,0,0,1.34
3Month,0.96,4.16,0.32,4.16,3.52,0,0.64,0,0.64,0,1.28,0,4.48,0.96,0.32,1.92,0.64,1.28,0.96,71.03,4.48,0,9.6,8,0.64,3.84,13.12,0.64,0.96,0.96,2.56,0,0,0.96,1.92,0.64,0
22Month,1.09,2.19,0,2.73,0,0,1.64,0,0.55,1.64,3.83,1.09,21.87,1.64,1.09,1.64,0,0,3.83,166.73,1.64,0.55,11.48,7.11,2.73,3.28,86.92,0.55,0,0,12.57,1.09,0,0,3.28,0,0
