stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,28.6,0,98.07,0,0,0,0,0,0,0,4.09,0,0,0,0,20.43,73.56,20.43,20.43,0,0,0,4.09,8.17,53.12,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,16.05,0,25.67,7.49,0,0,0,0,0,0,0,0,0,2.14,0,11.77,167.96,14.98,13.91,0,0,0,0,21.4,7.49,0,0,0,8.56,0,0,0,3.21,0,0,0,0,0
21Day,0,2.68,1.34,145.9,13.39,8.03,0,2.68,0,0,0,0,0,0,17.4,12.05,12.05,89.68,45.51,22.76,0,0,1.34,0,9.37,5.35,0,0,0,9.37,4.02,0,1.34,1.34,0,4.02,0,0,4.02
3Month,0.96,16.64,13.12,341.07,0.96,0,2.88,1.6,55.35,19.2,0,0,46.71,30.4,14.72,122.22,23.04,47.99,121.9,35.51,3.84,0,38.39,4.8,5.76,1.28,16.32,0.32,0,1.6,5.76,0.64,51.19,2.88,0,0,13.76,13.44,77.75
22Month,2.73,33.35,22.96,247.63,1.64,0,2.19,3.83,69.43,38.81,90.74,0,1289.01,16.4,36.63,274.42,9.84,14.76,178.76,43.19,0,19.68,18.59,0,6.56,0.55,10.39,3.83,2.73,1.64,2.19,0,90.74,2.73,1.64,1.09,2.19,0,24.05
