stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,4.09,0,8.17,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,0,0,0,0,40.86,1315.82,0,0,0,0,0,0,0,0,0,8.17,0,0,0
72hpf,95.21,4.28,0,34.23,10.7,97.35,0,0,0,0,0,0,0,3.21,0,12.84,98.42,141.21,109.12,0,5.35,0,2.14,8184.97,1737.34,8.56,10.7,0,105.91,4.28,0,79.16,6.42,2.14,21.4,0,0,0
21Day,17.4,5.35,1.34,28.11,1.34,25.43,0,9.37,0,4.02,0,8.03,0,44.17,8.03,2.68,5.35,54.88,37.48,0,0,6.69,0,1058.78,295.82,5.35,4.02,0,10.71,30.79,4.02,10.71,5.35,9.37,2.68,0,1.34,30.79
3Month,0,1.6,0.64,17.6,0,0,0.96,0.64,2.56,3.84,0,35.51,4.16,3.2,7.68,1.28,3.2,19.2,6.08,1.6,0,2.88,1.92,6.72,1.6,2.24,0.32,0,0.96,1.92,16.32,1.6,0,0,2.24,1.92,97.9,21.76
22Month,0.55,8.2,2.73,19.68,0,0,1.64,0,4.92,21.32,6.56,277.7,10.39,12.03,29.52,2.73,3.28,210.46,18.04,1.64,10.93,3.83,0,2.73,1.64,2.73,1.09,0.55,0.55,4.37,19.68,0.55,1.64,0,1.09,1.09,1.09,34.44
