stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,122.59,40.86,0,0,0,0,0,77.64,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,1.07,29.95,16.05,0,2.14,0,0,7.49,3.21,0,0,0,4.28,0,0,2.14,0,0,0,0
21Day,1.34,9.37,0,2.68,1.34,2.68,0,4.02,0,1.34,0,0,0,17.4,1.34,1.34,8.03,37.48,82.99,0,0,4.02,0,6.69,2.68,1.34,0,0,28.11,4.02,0,5.35,1.34,0,0,24.09
3Month,0,9.92,0.96,5.76,0,0,0,0.96,0.32,2.56,0,256.92,3.2,1.92,6.08,0.64,3.84,21.76,37.11,36.79,0.32,5.44,0.64,0.32,0,0.32,0.96,0,0,5.76,21.76,0.64,0,0.96,1.28,16.64
22Month,1.09,10.93,1.09,6.56,0,0,3.28,2.19,1.64,13.67,34.99,646.69,2.19,4.37,1.09,0,0.55,83.09,85.28,1.64,6.56,3.83,0,0,0.55,0,0.55,1.64,0,1.64,3.83,2.73,0.55,1.09,0,17.49
