stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,53.12,4.09,0,0,0,0,0,0,0,0,0,4.09,12.26,53.12,4.09,24.52,0,0,0,12.26,40.86,331,4.09,0,0,4.09,0,0,0,0,0,8.17,0,0,0
72hpf,10.7,1.07,0,35.3,2.14,2.14,0,0,0,0,0,0,0,0,2.14,103.77,89.86,5.35,63.12,0,25.67,1.07,6.42,80.23,85.58,2.14,0,0,25.67,3.21,0,19.26,2.14,1.07,10.7,0,0,0
21Day,12.05,2.68,10.71,99.05,1.34,5.35,0,0,0,0,0,32.12,0,4.02,46.85,4.02,48.19,5.35,74.96,0,0,4.02,4.02,49.53,37.48,1.34,5.35,0,38.82,10.71,2.68,13.39,0,5.35,8.03,0,0,0
3Month,0.64,3.52,16.64,145.58,0.96,0,3.2,0.32,16.64,8,0,657.82,13.12,2.24,577.83,13.44,56.31,24.32,29.12,7.04,0.32,5.12,32.95,3.84,0.64,10.56,7.04,0,2.56,13.12,180.13,0.64,0,0,0.64,5.76,24.96,8.64
22Month,1.09,6.01,21.32,53.57,0,0,3.83,0,18.04,6.56,41.55,1538.83,5.47,5.47,612.25,3.83,14.21,37.17,39.91,0.55,25.69,4.37,2.19,2.19,2.19,4.92,10.39,6.01,1.64,2.73,51.39,2.19,1.64,0,0.55,2.19,0,3.28
