stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,1.07,0,0,0,0,0,0,0,1.07,5.35,0,1.07,0,0,0,0,3.21,2.14,0,0,0,0,0,0,0,0,1.07,0,0,0
21Day,0,0,0,25.43,0,4.02,0,4.02,0,0,0,0,0,2.68,0,2.68,10.71,6.69,4.02,0,0,0,0,5.35,4.02,0,0,0,4.02,1.34,0,0,1.34,1.34,0,0,1.34
3Month,0.32,2.56,0.64,101.1,0.64,0,1.6,0.64,24.64,29.44,0.32,11.2,16.32,2.88,9.6,20.16,60.47,28.16,8.96,4.48,0,5.44,4.8,1.6,0,8,2.24,0,0,1.92,7.68,0.64,0,0.64,2.88,3.84,36.15
22Month,0,11.48,6.56,47.56,1.09,0,1.64,0.55,11.48,50.84,44.28,103.86,10.39,7.11,49.2,5.47,12.03,49.75,28.97,0.55,2.19,1.64,0.55,2.19,1.09,4.37,3.28,0.55,0.55,1.64,1.09,7.65,0,0.55,0.55,0,14.21
