stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,0,4.09,0,0,0,0,0,44.95,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,2.14,0,0,0,0,0,0,0,0,0,0,0,3.21,38.51,3.21,3.21,0,0,0,1.07,51.35,20.33,0,0,1.07,0,0,0,2.14,1.07,0,0,0
21Day,0,0,0,29.45,2.68,0,5.35,0,0,0,0,4.02,0,4.02,0,0,6.69,4.02,4.02,0,0,0,0,28.11,4.02,0,0,4.02,9.37,0,0,0,0,0,0,9.37
3Month,0.32,0.64,0.64,21.76,0,0,0.64,4.16,2.88,0,0,91.51,3.52,1.6,18.56,1.28,1.6,9.92,2.56,0.32,0,0.96,2.88,0.64,0,1.92,0.32,0,4.16,27.2,0,0,0.64,0.64,53.43,3.84
22Month,0,2.19,1.09,9.29,0,1.64,0,1.09,5.47,1.64,0,142.13,2.19,1.09,18.04,0.55,1.64,9.84,4.37,0,3.28,0.55,0.55,1.64,0.55,5.47,1.64,0,0,17.49,0.55,0,0,0,0,1.64
