stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,4.09,0,0,0,0,4.09,28.6,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,0,0,1.07,0,0,0,0,0,0,0,1.07,0,1.07,8.56,0,2.14,0,0,0,0,11.77,8.56,0,0,5.35,0,0,1.07,0,1.07,0,0,0
21Day,5.35,0,0,10.71,0,6.69,0,4.02,0,4.02,0,1.34,0,4.02,1.34,2.68,1.34,1.34,4.02,0,0,0,0,10.71,6.69,0,0,5.35,0,0,6.69,2.68,0,0,0,1.34
3Month,0,1.28,0,15.68,0,0,0.64,0.32,3.52,8.64,0,14.72,6.08,0.32,6.08,2.88,5.44,4.16,5.76,1.6,0,2.24,0.64,1.92,0,0.96,0.32,0,0.32,5.12,0,0,0,2.88,6.72,6.72
22Month,0,4.92,0.55,9.84,1.09,0,0,0.55,2.73,12.03,4.37,54.12,2.19,1.09,16.4,2.19,1.09,10.93,4.37,0.55,1.64,1.09,0,0,0,1.09,0.55,0,0.55,2.73,1.09,0,0,0.55,0,5.47
