stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,0,0,6.42,6.42,6.42,0,0,0,0,0,0,0,0,0,7.49,0,5.35,0,1.07,0,0,656.85,17.12,2.14,27.81,7.49,0,0,5.35,0,1.07,1.07,0,0
21Day,12.05,0,1.34,20.08,5.35,13.39,2.68,0,2.68,0,0,0,2.68,4.02,0,12.05,8.03,24.09,0,0,5.35,0,696.04,16.06,5.35,13.39,6.69,20.08,5.35,13.39,4.02,12.05,1.34,0,1.34
3Month,0.32,0,0,2.56,0.32,0,0,0.32,0.64,0,11.84,1.6,0,3.2,0.64,6.08,0.64,3.84,0.96,0,2.88,0.32,14.72,0,10.88,0,0,0,2.24,0,0.32,0,0.64,13.12,1.28
22Month,0.55,1.64,0.55,1.64,0,0,0,0,1.64,2.73,41.55,1.09,0,3.83,0,2.19,1.64,6.56,0,1.09,2.19,0,25.69,0,10.93,1.09,0.55,0,16.95,6.01,0,0,0,0,2.19
