stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,0,0,1.07,0,0,0,0,0,0,0,6.42,0,0,1.07,3.21,0,0,0,1.07,0,5.35,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,5.35,0,0,28.11,0,8.03,0,5.35,0,4.02,0,1.34,2.68,61.57,1.34,5.35,10.71,24.09,9.37,0,0,1.34,0,9.37,4.02,1.34,2.68,2.68,2.68,0,1.34,2.68,0,2.68,0,0,45.51
3Month,0.64,13.44,5.76,133.74,0.32,0,2.24,2.88,45.43,105.9,0,81.91,279.96,23.68,95.66,9.6,36.79,105.26,18.24,4.8,0,23.68,5.76,5.44,0.64,5.12,0.64,1.6,8,0.96,14.4,3.2,0,0.64,7.68,7.36,187.81
22Month,0,21.87,5.47,66.15,0,0,3.28,3.28,26.24,86.92,4.37,120.26,129.56,43.19,144.86,1.09,11.48,110.97,22.96,1.64,4.92,16.4,1.09,4.37,1.09,9.29,0,2.19,1.09,0,37.72,5.47,1.09,2.19,0.55,0,90.2
