stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,4.28,0,4.28,8.56,21.4,4.28,0,0,0,0,0,1.07,0,17.12,4.28,0,471.78,0,0,2.14,1.07,70.61,31.02,1.07,0,13.91,0,0,3.21,3.21,0,1.07,0,0,0
21Day,6.69,0,1.34,22.76,1.34,12.05,2.68,0,0,0,6.69,1.34,4.02,1.34,1.34,10.71,5.35,214.17,0,0,1.34,0,28.11,17.4,0,0,9.37,2.68,1.34,4.02,1.34,2.68,0,0,0,9.37
3Month,0.32,1.6,15.04,41.59,0,0,0,34.87,2.88,0,16.96,3.2,0,337.87,0.32,2.56,3.84,4.48,1.28,0,4.48,1.92,0.64,0.32,1.6,0.32,0,3.52,6.08,0,0,0,0,1.28,6.4,1.6
22Month,0,0.55,4.37,16.4,0,0,0,9.29,4.92,1.09,37.17,0.55,0.55,182.58,0,0.55,2.19,9.84,0,2.19,2.73,0,0.55,0,3.83,0,0,0,9.84,0.55,0,0,0.55,0,0,1.09
