stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,265.62,40.86,0,306.48,40.86,4.09,0,0,0,0,0,20.43,0,0,0,0,28.6,32.69,28.6,1017.51,0,0,4.09,0,478.11,8691.78,4.09,0,130.76,0,0,0,0,0,40.86,0,0,0
72hpf,504.94,56.7,0,342.33,203.26,200.05,1.07,0,0,1.07,0,2.14,1.07,0,4.28,0,70.61,361.59,31.02,753.13,0,13.91,19.26,0,17224.71,10037.85,8.56,23.54,576.62,8.56,0,2041.16,7.49,13.91,44.93,0,0,0
21Day,123.15,2.68,0,124.48,22.76,74.96,9.37,0,1.34,1.34,0,0,5.35,1.34,25.43,20.08,14.72,48.19,10.71,235.58,0,0,18.74,0,2650.3,1637.03,0,8.03,81.65,69.6,6.69,176.69,14.72,40.16,9.37,0,0,20.08
3Month,0,3.84,1.6,44.79,1.28,0,0.32,0,0,2.88,0,0,8,1.92,0.32,0.96,0.96,6.4,3.2,7.04,0.64,0,1.92,0.32,16,23.04,2.88,0.32,0,0,26.88,1.6,0,0,1.28,0.64,1.28,2.56
22Month,0,3.28,0.55,10.93,2.19,0,0,0.55,0.55,3.28,0.55,0,34.99,3.28,3.28,2.73,1.09,2.73,1.64,8.75,0,0.55,0.55,0,6.01,6.56,5.47,0,0.55,0.55,33.35,5.47,0,0,3.28,0,0,1.64
