stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,4.09,28.6,0,4.09,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,26.74,0,0,0,0,0,0,0,0,0,0,2.14,212.89,0,3.21,0,0,0,0,20.33,8.56,0,0,0,5.35,0,0,1.07,0,1.07,0,0,0
21Day,6.69,0,0,66.93,8.03,0,1.34,0,0,0,0,0,0,2.68,5.35,64.25,2.68,9.37,0,0,2.68,0,10.71,5.35,0,0,0,6.69,0,0,2.68,0,1.34,0,0,1.34
3Month,0,2.56,4.16,196.77,0,1.92,0.32,14.4,9.92,0,42.55,12.16,1.6,55.03,7.04,28.8,14.4,11.84,2.56,0,5.12,2.24,2.56,0.64,5.12,3.2,0,0.64,3.2,13.44,1.28,0,0,3.52,3.2,9.6
22Month,0.55,4.92,9.29,54.12,0,1.09,0.55,5.47,26.24,8.75,109.88,4.92,5.47,104.41,1.09,5.47,20.77,4.92,0.55,2.19,4.92,1.09,3.83,1.09,2.19,2.19,1.09,0.55,0,2.73,1.09,0.55,0,1.09,0,6.56
