stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,273.79,53.12,0,204.32,53.12,16.35,8.17,0,0,0,28.6,0,0,0,0,57.21,93.99,167.54,298.31,0,0,0,237.01,48967.39,8.17,0,44.95,12.26,0,12.26,0,0,12.26,0,0,0
72hpf,966.02,116.61,0,158.33,365.87,151.91,1.07,0,1.07,0,0,1.07,0,6.42,0,40.65,487.82,29.95,786.3,2.14,24.61,0,2012.28,25108,1.07,235.35,355.17,2.14,0,4045.95,51.35,9.63,38.51,0,0,1.07
21Day,190.07,6.69,8.03,222.2,152.59,317.23,17.4,1.34,4.02,0,0,32.12,6.69,41.49,26.77,16.06,175.35,45.51,286.45,0,78.97,2.68,523.37,11480.6,0,38.82,96.37,314.56,0,5935.06,60.23,87,24.09,0,0,26.77
3Month,2.88,25.6,0.32,19.52,17.6,0,0,2.56,1.28,0,0,4.16,5.12,0,3.52,0.32,2.56,0.32,0.96,0,2.24,0.32,2.56,111.02,11.52,0,0.64,0.96,2.56,66.23,0,0,1.6,0.32,2.24,0.32
22Month,0,15.85,0,15.85,74.35,0,0,0.55,2.73,32.8,0,4.92,0.55,0.55,1.09,0,15.85,1.64,3.83,1.09,0.55,0,0,64.51,8.2,1.09,0,1.09,0,75.44,0.55,0,1.64,0.55,0,0.55
