stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,147.11,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,69.47,0,0,0,0,0,36.78,0,0,32.69,0,0,0,0,0,0,0,0,0
72hpf,25.67,68.47,0,8.56,4.28,0,4.28,0,0,0,1.07,0,0,4.28,0,2.14,9.63,1.07,404.38,0,1.07,24.61,0,47.07,25.67,0,2.14,376.57,0,1.07,4.28,0,0,3.21,0,0,0
21Day,42.83,33.46,0,24.09,29.45,0,13.39,0,0,0,0,2.68,0,16.06,5.35,2.68,13.39,6.69,1007.92,1.34,0,60.23,0,32.12,12.05,5.35,1.34,385.5,17.4,0,1.34,2.68,4.02,10.71,0,0,2.68
3Month,1.28,23.04,0.32,8.64,0,1.6,15.36,2.56,1.6,8.96,0,20.48,4.16,7.36,4.16,1.6,3.52,5.76,293.71,38.71,0,14.08,1.6,0.64,0,0.96,0.64,4.16,0.64,20.48,0.64,0,0,0,4.16,4.48,4.16
22Month,2.73,28.43,0,3.83,0,2.19,25.15,0,0.55,10.93,43.73,57.4,4.37,22.96,2.19,1.09,1.09,24.6,257.47,9.84,1.64,23.51,0,1.09,0.55,4.37,0.55,1.09,0.55,15.85,1.64,1.09,0,0.55,4.92,0,4.37
