stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,2.68,0,2.68,0,2.68,0,0,0,1.34,1003.9,1.34,1.34,0,2.68,0,2.68,0,0,0,0,10.71,1.34,0,0,0,1.34,0,0,0,0,2.68,1.34,0,0,0
3Month,0.96,4.8,5.44,68.15,0.96,0,2.24,0.64,31.04,322.83,0.32,193.89,12211.18,1.6,65.27,11.52,21.12,83.51,38.07,9.28,0.96,21.44,16.32,8,0.32,6.4,2.56,0,5.76,11.84,41.91,21.44,2.88,0.96,0,29.76,31.67,17.28
22Month,0.55,7.65,3.28,17.49,0.55,0,1.64,1.09,8.2,84.18,2.73,135.57,7011.94,1.64,13.12,1.64,2.73,19.13,24.6,0.55,8.75,6.56,0,1.09,0.55,0.55,4.37,1.64,0.55,0,3.28,10.39,3.28,2.19,0,0.55,0,4.37
