stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,20.43,0,0,0,0,8.17,57.21,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,4.28,0,4.28,1.07,2.14,0,0,0,0,0,0,0,0,0,2.14,5.35,0,11.77,0,0,0,0,31.02,8.56,1.07,0,0,9.63,0,0,0,0,0,1.07,0,0,0
21Day,1.34,4.02,0,20.08,1.34,5.35,0,5.35,1.34,0,0,0,1.34,5.35,4.02,0,9.37,5.35,9.37,0,0,4.02,0,12.05,5.35,2.68,0,0,4.02,5.35,0,0,0,0,2.68,0,0,12.05
3Month,0.32,3.2,1.6,24.64,0.32,0,0,1.6,9.92,24.96,0,26.24,43.19,1.92,37.11,2.56,9.92,21.12,9.92,1.6,0,8.64,0.64,3.2,0.32,3.2,0.32,0,0.64,0.96,0.32,23.68,0.32,0,0,3.2,28.8,23.68
22Month,0,4.92,1.09,16.4,0.55,0,1.09,0.55,4.92,43.19,14.76,189.14,21.87,4.37,39.91,1.64,3.83,25.15,11.48,1.09,2.19,3.83,0,2.19,1.64,2.73,0.55,1.09,0,0,0,1.64,0.55,1.09,0,1.09,1.09,11.48
