stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,12.26,32.69,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,1.07,0,3.21,1.07,9.63,0,0,0,0,0,0,0,0,0,39.58,14.98,2.14,5.35,0,0,0,16.05,898.62,25.67,0,23.54,12.84,0,1.07,5.35,1.07,0,1.07,0,0
21Day,4.02,0,53.54,6.69,0,8.03,0,2.68,0,0,0,0,0,1.34,52.2,1.34,8.03,5.35,14.72,0,4.02,1.34,1.34,186.06,4.02,0,10.71,2.68,6.69,0,5.35,0,2.68,0,0,1.34
3Month,0,0.32,24,20.8,0,0,0.64,0,18.88,5.12,0.32,14.08,2.56,0,275.8,0.32,4.48,2.88,3.84,0.32,0,0.96,87.03,8,0,3.52,2.88,0,1.92,47.03,0,0,0,0,4.48,8.32
22Month,0,0.55,12.03,35.53,0,0,0.55,0,24.6,1.64,0.55,30.61,0.55,0.55,57.4,0.55,0,3.83,1.09,0,0,1.09,2.19,4.92,0,0,3.28,0,0,41,0,0,0,0,0,2.73
