stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,31.02,0,1.07,3.21,0,117.68,9.63,52.42,4.28,0,17.12,0,0,1.07,0,0,0,0,0,0
21Day,0,18.74,0,16.06,2.68,0,0,0,1.34,0,0,4.02,0,1.34,1.34,1.34,1.34,1.34,25.43,0,0,139.21,0,30.79,8.03,20.08,0,0,8.03,1.34,0,4.02,0,2.68,2.68,8.03,0,0
3Month,0.96,35.83,2.88,38.07,0,1.6,0.64,0.32,6.08,10.24,0.32,33.59,18.88,0.96,20.16,2.24,11.2,9.92,18.24,1.28,0,41.27,4.8,4.16,1.28,281.56,1.6,0,0.32,7.36,12.48,2.88,0,0,0.64,1496.72,11.84,6.4
22Month,1.64,85.82,0.55,8.75,0,1.64,1.09,0,0,6.56,3.83,36.63,1.09,0,6.01,2.19,2.19,5.47,17.49,1.09,2.19,51.39,0.55,3.83,0.55,315.97,0.55,0.55,1.64,1.09,0.55,2.19,0.55,0,0,223.04,0,2.19
