stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,4.09,8.17,20.43,0,0,0,0,8.17,32.69,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,7.49,3.21,2.14,0,0,0,0,0,0,1.07,0,0,0,3.21,25.67,1.07,7.49,0,0,0,0,25.67,16.05,0,0,0,3.21,0,0,1.07,0,0,1.07,0,0,0
21Day,0,0,0,5.35,0,1.34,0,0,0,0,0,0,0,0,0,4.02,0,6.69,2.68,6.69,0,0,1.34,0,6.69,1.34,1.34,0,0,0,1.34,1.34,2.68,0,2.68,0,0,0,2.68
3Month,0,0.64,0.64,16.96,0,0,0.64,0.32,2.24,0.96,0,0,39.35,1.28,0.32,28.8,1.6,3.52,1.6,5.44,3.2,0,1.28,0.96,2.24,0,1.28,1.28,0,0.32,0.32,26.88,0,0,0,0.32,0.96,6.4,0.96
22Month,0,1.09,1.64,6.01,0,0,0.55,0,4.37,1.64,0.55,0,121.36,1.09,0,36.08,0,0.55,3.28,4.37,0,3.83,1.64,0.55,0,1.09,2.73,1.09,1.09,0,0,6.01,1.09,1.09,0,0,1.09,0,0
