stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,106.25,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,679.32,3.21,0,5.35,2.14,4.28,0,0,0,0,0,0,0,0,1.07,7.49,1.07,11.77,0,0,1.07,1.07,44.93,18.19,0,9.63,0,0,3.21,0,0,0,0,0
21Day,357.39,0,0,22.76,1.34,8.03,2.68,1.34,0,0,0,1.34,1.34,2.68,0,13.39,1.34,12.05,0,0,2.68,0,5.35,6.69,1.34,2.68,4.02,0,0,1.34,4.02,0,0,2.68
3Month,28.8,1.92,0,4.48,0,0,0.32,7.68,1.28,0,11.84,0.96,0.64,2.88,0.32,2.56,1.92,2.88,1.28,0,1.6,0,0,0,0.32,0,0,2.56,0.32,0,0,0.96,2.24,0.32
22Month,18.04,1.64,1.64,4.37,0,0,0.55,14.76,3.83,2.19,89.1,4.37,1.64,8.75,0.55,0,3.28,2.73,0.55,2.19,0.55,0,0,0,1.09,0.55,0,5.47,0,0,0,0,0,1.09
