stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,24.52,0,0,0,0,0,0,0,0,0,0,0,4.09,286.05,16.35,8.17,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0
72hpf,7.49,0,0,39.58,2.14,7.49,0,0,0,0,0,0,0,0,0,2.14,1230.26,0,2.14,0,1.07,0,0,33.16,13.91,0,8.56,0,0,3.21,0,2.14,0,0,0,0
21Day,5.35,4.02,0,666.59,2.68,10.71,0,0,0,0,0,0,0,4.02,0,4.02,867.37,4.02,16.06,0,0,0,0,17.4,10.71,0,6.69,12.05,0,1.34,2.68,6.69,0,0,0,1.34
3Month,0,2.24,1.6,927.53,0.32,0,2.56,0.32,5.76,5.12,0.32,16.96,10.88,0.64,11.84,9.28,27.52,5.12,8.32,0.32,0.32,1.6,1.92,1.28,0,0.64,0.32,4.8,6.72,0.64,0,0,0.32,4.16,5.76,3.84
22Month,0,1.09,0,136.66,0.55,0,0,0,0,3.83,1.64,30.07,0.55,1.64,1.09,0.55,5.47,3.83,10.93,0.55,0,0.55,0,0,0,0,0.55,0,4.92,1.09,0,0,0,1.64,0,5.47
