stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,24.52,0,0,0,0,0,0,0,8.17,0,0,0,0,20.43,0,24.52,98.07,0,0,0,8.17,16.35,261.53,8.17,0,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,14.98,29.95,2.14,0,0,0,0,0,0,0,0,0,0,3.21,14.98,1.07,18.19,0,0,1.07,0,89.86,43.86,3.21,1.07,18.19,0,0,2.14,33.16,1.07,1.07,0,0,0,0
21Day,2.68,0,0,21.42,29.45,2.68,0,2.68,0,2.68,0,0,2.68,1.34,22.76,0,2.68,33.46,10.71,38.82,0,1.34,1.34,0,53.54,12.05,5.35,1.34,14.72,1.34,0,2.68,10.71,1.34,4.02,2.68,0,0,17.4
3Month,0.32,3.2,0.64,43.83,4.8,0,0.96,0.64,2.88,14.72,0.32,0,21.76,17.28,6.72,8,9.28,11.52,6.72,8.32,4.8,0,3.2,0.96,18.56,1.6,4.16,0.96,0.32,2.88,0.32,35.51,1.28,0,0,0.96,1.92,847.87,36.79
22Month,0,4.37,1.09,25.69,1.64,0,1.09,0,0.55,30.61,10.39,0,21.32,7.11,10.39,2.19,2.73,3.28,12.57,23.51,0,1.64,2.73,0,10.39,1.09,10.93,0.55,1.09,0,0,22.41,3.28,0,0,2.19,1.09,2.19,14.21
