stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,28.6,8.17,0,69.47,4.09,0,0,0,0,0,0,0,0,12.26,20.43,8.17,130.76,0,0,0,4.09,28.6,968.48,0,0,16.35,0,0,0,4.09,0,0,4.09,0,0,0
72hpf,1.07,2.14,0,5.35,1.07,1.07,0,0,0,0,0,0,0,2.14,4.28,1.07,20.33,0,1.07,1.07,0,69.54,38.51,0,0,13.91,0,0,0,9.63,0,0,1.07,0,0,0
21Day,1.34,0,0,4.02,0,1.34,0,0,0,0,0,0,0,2.68,1.34,0,28.11,0,0,1.34,0,5.35,14.72,0,0,8.03,0,0,1.34,1.34,0,1.34,1.34,0,0,0
3Month,0.32,3.52,0.32,25.6,0.64,0,0.32,1.6,2.24,0.32,22.72,0.64,3.2,1.28,6.72,2.56,21.44,2.88,0.32,3.2,1.6,3.52,0.32,2.24,5.12,0.96,0.96,0.32,71.03,0.32,0.32,0,0,6.4,10.24,1.92
22Month,0,0.55,0.55,0,0,0,0,0.55,1.64,1.09,4.92,0,0.55,0,0,1.64,0.55,0,0,0,0,0.55,0,0.55,0.55,0,0,0,0.55,0,0,0,0,0,0,1.64
