stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,28.6,85.81,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,5.35,0,9.63,4.28,1.07,0,0,0,0,0,0,0,0,0,7.49,31.02,0,29.95,0,0,1.07,0,10.7,14.98,0,1.07,0,22.47,0,0,6.42,8.56,0,0,0
21Day,10.71,5.35,1.34,62.91,1.34,0,0,0,0,0,0,2.68,0,0,1.34,1.34,17.4,1.34,76.3,0,0,4.02,0,4.02,18.74,1.34,0,0,30.79,5.35,2.68,2.68,5.35,0,0,1.34
3Month,0,5.12,1.28,45.75,0.32,0,0.32,0.32,3.84,1.6,0,24.96,0.96,0.32,21.76,1.6,15.04,4.16,19.2,6.72,0,0.96,3.84,1.6,0.64,0.64,0.32,0,0.96,0.96,25.6,0,0,3.52,2.24,1.6
22Month,0.55,5.47,3.28,20.77,0,0,0,0,1.64,0.55,12.57,176.57,1.64,0,48.11,0,6.56,1.64,40.45,0,1.09,1.09,1.09,0.55,0,1.64,0.55,0.55,2.19,0,11.48,2.73,1.09,0,0,0.55
