stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,24.52,0,0,0,40.86,73.56,0,0,8.17,0,0,0,0,0,8.17,0,0,0
72hpf,26.74,0,0,9.63,11.77,7.49,0,0,0,0,0,0,0,0,0,0,0,0,10.7,0,44.93,0,0,0,654.71,20.33,2.14,8.56,19.26,1.07,1.07,5.35,5.35,4.28,4.28,0,0,0
21Day,12.05,1.34,2.68,17.4,13.39,13.39,0,4.02,0,0,2.68,0,0,2.68,1.34,1.34,1.34,2.68,9.37,4.02,74.96,0,8.03,0,361.4,21.42,1.34,12.05,6.69,18.74,0,5.35,42.83,132.51,4.02,0,0,4.02
3Month,2.56,12.48,0,45.11,20.48,0,1.28,0.64,0,1.28,7.36,0.64,0,14.72,3.52,1.28,7.36,0.64,20.8,8.64,103.02,18.24,31.36,5.76,9.28,6.72,17.6,1.28,0,1.6,24.96,1.6,0,0.32,22.72,16.32,1.92,2.56
22Month,1.09,20.23,1.64,69.97,8.2,0,1.64,1.64,0.55,2.73,7.11,12.03,0,42.09,1.64,3.83,9.84,1.09,36.08,9.84,98.94,4.37,31.16,0,25.69,6.01,8.75,3.28,0,2.73,47.01,16.4,6.01,1.09,10.39,1.64,0,1.64
