stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,12.26,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,28.6,28.6,0,0,0,0,57.21,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0
72hpf,0,3.21,0,8.56,1.07,1.07,0,0,0,2.14,0,0,0,0,0,1.07,26.74,2.14,28.88,0,1.07,0,40.65,18.19,0,0,0,19.26,0,0,0,4.28,0,0,0,0,0,0
21Day,2.68,4.02,2.68,36.14,1.34,4.02,0,2.68,0,16.06,0,0,2.68,8.03,0,2.68,18.74,22.76,48.19,0,4.02,0,17.4,9.37,0,2.68,0,17.4,8.03,0,0,2.68,0,1.34,0,0,0,5.35
3Month,0.64,20.16,3.84,119.66,0,0,1.92,1.92,9.28,217.89,0.96,41.59,61.43,8,65.27,5.44,27.2,52.47,32.63,4.16,10.88,2.88,6.08,1.28,3.52,2.24,0,1.28,6.4,0.32,10.24,1.6,0,0,1.28,18.56,2.88,33.59
22Month,0.55,38.27,3.83,33.89,0,0,5.47,3.83,2.73,485.43,9.84,51.39,45.92,20.23,57.95,1.09,7.65,100.04,27.33,0,11.48,0,2.19,0.55,3.83,1.09,1.09,0.55,0,0,2.19,4.37,2.19,0,0.55,3.83,0,20.23
