stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,19.26,0,7.49,0,0,0,0,3.21,9.63,0,0,0,4.28,0,0,1.07,2.14,0,0,0,0,0
21Day,0,0,0,30.79,1.34,0,0,0,0,1.34,0,1.34,0,1.34,0,4.02,17.4,6.69,9.37,0,0,0,0,1.34,2.68,0,0,0,9.37,0,0,2.68,0,0,1.34,0,0,0
3Month,0,2.56,6.4,202.21,0.64,1.6,0,0.64,32.31,40.31,0,32.95,37.11,4.48,158.69,9.28,44.79,53.75,11.2,8,0,4.16,2.24,1.92,0,3.52,1.6,0,0,3.2,0.96,30.4,0.32,0,0.32,5.44,17.28,67.83
22Month,0.55,12.57,9.29,82.54,0,4.37,5.47,0,19.13,147.05,7.11,66.15,78.72,31.16,186.41,7.11,12.57,110.42,20.23,0.55,3.28,7.65,0,2.19,0,9.29,2.19,3.83,1.64,0.55,0,17.49,2.19,0.55,0,3.28,0,39.91
