stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,993,102.16,0,1307.65,28.6,8.17,0,8.17,0,0,8.17,0,118.51,0,0,0,0,32.69,490.37,674.26,1299.48,0,4.09,0,126.68,878.58,20513.75,8.17,0,523.06,0,0,12.26,0,0,89.9,0,0,0
72hpf,340.19,25.67,0,339.12,41.72,387.26,0,7.49,0,0,19.26,0,0,1.07,0,41.72,1.07,176.52,690.02,52.42,823.74,0,159.4,18.19,33.16,2278.66,6655.17,5.35,81.3,886.86,26.74,1.07,7255.32,4.28,7.49,262.1,0,0,0
21Day,168.66,6.69,1.34,536.75,8.03,1029.33,0,182.04,0,0,48.19,1.34,0,28.11,12.05,207.47,28.11,24.09,265.03,143.22,435.02,0,0,38.82,2.68,2628.88,2114.88,16.06,91.02,169.99,109.76,0,1643.72,34.8,36.14,377.47,1.34,0,84.33
3Month,0.32,5.12,1.92,593.83,1.92,0,7.36,4.16,0.32,3.52,202.21,0.96,0,36.47,20.8,24.32,13.12,10.88,67.83,44.79,39.35,2.56,0,4.48,7.04,153.9,16.32,2.88,21.12,1.28,9.6,47.99,10.56,0,0,40.63,5.12,46.71,138.22
22Month,0.55,6.01,0.55,103.86,0,0,9.84,4.92,0,6.01,733.06,8.2,0,118.08,21.87,79.81,17.49,4.37,11.48,237.79,43.73,0.55,3.83,3.28,0,138.85,15.85,11.48,201.17,0.55,0.55,42.09,14.76,0.55,0,24.05,4.37,0,72.16
