stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,12.26,253.36,8.17,0,0,0,0,0,0,4.09,0,0,0,0,8.17,0,44.95,237.01,0,0,0,0,12.26,1814.36,0,0,36.78,0,0,0,4.09,0,0,0
72hpf,29.95,2.14,39.58,7.49,3.21,0,0,0,0,0,0,0,0,0,0,20.33,14.98,0,128.37,0,7.49,5.35,1.07,93.07,373.36,0,1.07,57.77,1.07,1.07,98.42,5.35,0,0,0
21Day,10.71,0,17.4,1.34,6.69,0,1.34,0,0,0,0,1.34,0,1.34,0,0,5.35,1.34,52.2,0,0,2.68,0,2.68,104.41,0,0,28.11,2.68,0,10.71,0,0,0,0
3Month,0.32,1.28,7.68,0,0,0.32,0,1.28,0,0,0,3.2,0.96,0,1.28,0.32,1.28,1.6,8.64,0.96,0,0.32,0.32,0.32,1.6,0.32,0.32,0,0.64,35.19,0,0.32,2.56,3.52,2.24
22Month,0,0,1.09,0,0,0,0,0.55,0.55,1.64,0,6.01,0.55,0,0,0,0,0.55,3.83,0,0,1.09,0.55,0,0,0,0,0,0,0.55,0,0.55,0,0,0
