stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,16.35,0,98.07,12.26,20.43,0,0,0,0,0,4.09,0,0,0,0,16.35,36.78,126.68,326.91,0,0,0,0,44.95,2762.41,0,0,36.78,0,0,0,0,0,8.17,0,0,0
72hpf,26.74,4.28,0,27.81,1.07,4.28,0,3.21,0,0,0,0,0,0,2.14,0,25.67,24.61,4.28,130.51,0,11.77,3.21,0,242.84,469.64,0,2.14,42.79,4.28,1.07,20.33,0,0,3.21,0,0,0
21Day,70.94,4.02,0,99.05,0,36.14,0,64.25,0,0,2.68,0,4.02,2.68,50.86,1.34,0,16.06,26.77,93.7,0,0,6.69,0,54.88,204.8,0,0,37.48,6.69,6.69,29.45,2.68,6.69,0,2.68,0,13.39
3Month,0.32,0.64,0.32,39.67,0,0,0.96,4.16,0.32,0.64,10.24,0,15.36,6.72,6.4,4.16,2.88,6.4,9.6,8.64,1.6,0,3.2,1.92,1.28,1.28,0.96,0,0,3.84,298.83,0,0,0,0.64,4.16,314.19,14.4
22Month,0,0.55,0,10.93,0,0,1.09,4.37,0,1.09,27.88,0,25.15,3.83,25.69,14.76,0,1.09,41,12.03,0,2.73,1.09,0,1.64,1.09,2.19,3.28,0.55,0,54.67,3.83,0.55,0,0,0.55,1.64,3.28
