stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,85.81,24.52,0,175.72,12.26,0,0,0,0,0,0,4.09,0,0,0,0,12.26,16.35,32.69,371.86,0,0,0,4.09,220.67,2549.92,4.09,0,0,36.78,0,0,8.17,0,0,20.43,0,0,0
72hpf,44.93,6.42,0,58.84,18.19,12.84,0,0,0,2.14,0,0,0,0,0,0,48.14,87.72,22.47,193.63,0,2.14,4.28,3.21,1781.2,758.48,4.28,5.35,0,219.31,13.91,0,64.19,8.56,7.49,17.12,0,0,0
21Day,17.4,4.02,0,159.29,2.68,32.12,0,10.71,2.68,1.34,1.34,0,8.03,0,24.09,6.69,115.11,30.79,37.48,283.77,0,0,32.12,2.68,614.39,303.85,2.68,16.06,0,89.68,37.48,2.68,42.83,16.06,54.88,17.4,1.34,0,14.72
3Month,2.24,12.48,0.64,155.82,1.6,0,2.88,1.92,4.8,8.32,2.24,0,23.36,6.72,1.6,13.44,63.99,68.15,46.39,129.58,22.08,0.32,20.48,5.76,25.6,4.8,7.36,18.88,0,9.28,3.2,253.08,4.48,0,0.32,1.28,15.68,34.23,11.52
22Month,0.55,13.12,0.55,66.69,1.64,0,3.28,0.55,2.73,3.83,21.32,0,34.44,4.37,4.92,6.56,39.91,22.96,39.91,96.76,12.03,2.19,5.47,0.55,41,3.28,8.75,27.88,12.03,6.01,1.09,156.89,2.19,2.73,0,0.55,1.64,0,9.84
