stage,Epithelial.cell..Brain.,Hepatocyte,Immune.progenitor.cell,Neural.cell
72hpf,0,0,0,9.6281202731947
21Day,2.67706617640661,0,1.33853308820331,5.35413235281323
22Month,0,1.09330930239487,0,0
