stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,523.06,57.21,0,110.33,0,16.35,0,0,0,4.09,0,4.09,0,0,4.09,0,16.35,32.69,36.78,269.7,0,0,0,8.17,359.6,9758.33,0,0,44.95,0,0,0,0,0,4.09,0,0,0
72hpf,57.77,13.91,0,37.44,7.49,48.14,0,1.07,0,0,0,0,0,0,3.21,0,20.33,89.86,8.56,62.05,0,2.14,3.21,1.07,3949.67,2938.72,12.84,103.77,187.21,1.07,0,532.76,7.49,2.14,73.82,0,0,0
21Day,41.49,4.02,4.02,70.94,1.34,46.85,0,18.74,1.34,1.34,0,0,10.71,2.68,18.74,13.39,9.37,37.48,12.05,81.65,0,0,13.39,0,1396.09,916.9,2.68,76.3,78.97,46.85,1.34,194.09,5.35,14.72,61.57,0,0,14.72
3Month,0,0.32,0.32,6.72,0,0,0.32,0,0.64,3.52,0,0,21.44,1.92,0.64,3.84,1.28,2.24,1.92,7.68,1.28,0,0,0.32,12.16,15.36,1.6,34.87,0,1.28,20.48,4.8,0,0.64,1.6,0.32,4.16,0.96
22Month,0,1.09,1.64,5.47,1.09,0,0.55,0,0.55,4.37,1.09,0,61.77,0.55,1.09,4.92,0,0.55,2.73,8.2,0.55,2.19,0.55,1.09,2.73,11.48,3.83,23.51,0,0,21.87,12.03,0.55,0,0,0.55,0,0.55
