stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,24.52,0,0,0,4.09,0,0,0,0,0,0,0,4.09,4.09,49.04,73.56,0,0,0,0,20.43,392.29,0,0,0,4.09,0,0,0,0,8.17,0,0,0
72hpf,7.49,1.07,0,5.35,2.14,3.21,0,1.07,0,0,0,0,0,0,0,5.35,5.35,2.14,14.98,0,1.07,1.07,1.07,106.98,66.33,0,0,0,10.7,0,0,2.14,2.14,3.21,0,0,0
21Day,8.03,0,0,12.05,0,24.09,0,24.09,0,0,0,1.34,0,9.37,0,2.68,2.68,2.68,26.77,0,0,1.34,0,36.14,17.4,0,4.02,0,9.37,4.02,0,2.68,1.34,1.34,0,0,2.68
3Month,0,1.92,0.96,23.36,0,0,0.64,0.96,2.56,3.52,0,14.72,5.76,1.6,8.32,2.56,4.8,10.24,8,0.96,0,1.28,1.28,1.28,0.32,2.56,1.6,0,0.32,0,31.04,0,0,1.28,3.52,6.4,5.44
22Month,0,1.64,1.09,7.65,0,0,2.73,1.09,0,7.11,2.73,30.61,2.73,1.64,7.65,0.55,1.09,18.04,10.39,0,1.64,1.09,0,1.09,0,1.64,4.37,0.55,0.55,0.55,4.37,0.55,0,0,0,0.55,1.64
