stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,0,3.21,0,0,0,0,0,0,0,0,0,0,1.07,0,0,4.28,0,2.14,1.07,10.7,232.14,7.49,0,0,0,13.91,0,0,4.28,0,44.93,0,0,0
21Day,1.34,0,0,2.68,0,0,0,0,0,0,0,8.03,0,0,0,0,1.34,1.34,4.02,0,0,0,6.69,69.6,0,0,2.68,0,2.68,1.34,0,1.34,0,0,0,0,0
3Month,0.64,2.24,15.68,77.43,0.64,9.92,0.32,0.32,6.72,8,0.64,3314.99,10.24,1.28,74.23,34.87,9.92,9.6,15.36,2.24,5.44,8.32,169.57,3.2,0.32,1.6,1.28,0,8.96,35.19,9.92,2.56,0,0,8,7.68,7.36
22Month,2.19,6.01,6.01,43.19,0.55,6.01,0.55,0,1.09,11.48,2.73,3318.74,2.73,1.09,52.48,3.83,2.19,8.2,13.12,0.55,73.25,3.28,6.01,3.28,0,1.64,3.28,2.19,4.37,2.19,1.64,4.92,1.64,0.55,0,0,1.64
